,Tumor_Sample_Barcode,cluster,Gene_Expression_Barcode,study_id,AARS2,ABCB1,ABI1,ABL1,ABL2,ACKR3,ACO1,ACSL3,ACSL6,ACTB,ACTG1,ACVR1,ACVR1B,ACVR2A,ACVR2B,ADAM10,ADCY1,ADNP,ADORA2A,AFF1,AFF3,AFF4,AGO1,AGO2,AHNAK2,AJUBA,AKAP9,AKT1,AKT2,AKT3,ALB,ALK,ALKBH6,ALOX12B,ALPK2,AMER1,AMPH,ANAPC1,ANK3,ANKRD11,ANKRD12,APAF1,APC,APH1A,APLNR,APOB,APOL2,AR,ARAF,ARFRP1,ARHGAP26,ARHGAP32,ARHGAP35,ARHGEF12,ARHGEF28,ARHGEF6,ARID1A,ARID1B,ARID2,ARID3A,ARID3B,ARID3C,ARID4A,ARID4B,ARID5A,ARID5B,ARNT,ASMTL,ASPM,ASPSCR1,ASXL1,ASXL2,ATF1,ATF7IP,ATG13,ATG5,ATIC,ATM,ATP1A1,ATP2B3,ATP6AP1,ATP6V1B2,ATR,ATRX,ATXN2,ATXN3,ATXN7,AURKA,AURKB,AXIN1,AXIN2,AXL,AZGP1,B2M,B4GALT3,BABAM1,BACH2,BAP1,BARD1,BAX,BBC3,BCL10,BCL11A,BCL11B,BCL2,BCL2L1,BCL2L11,BCL2L2,BCL3,BCL6,BCL7A,BCL9,BCL9L,BCLAF1,BCOR,BCORL1,BCR,BHMT2,BIRC3,BLM,BMPR1A,BRAF,BRCA1,BRCA2,BRD3,BRD4,BRD7,BRIP1,BRSK1,BTG1,BTG2,BTK,BTLA,BUB1B,EMSY,WDCP,C3orf70,CACNA1A,CACNA1D,CAD,CALR,CAMTA1,CANT1,CAP2,CARD11,CARM1,KNL1,CASP8,CAST,CBFA2T3,CBFB,CBL,CBLB,CBLC,CCAR1,CCDC120,CCDC6,CCNB1IP1,CCNB3,CCND1,CCND2,CCND3,CCNE1,CCT6B,CD1D,CD22,CD274,CD276,CD28,CD36,CD58,CD70,CD74,CD79A,CD79B,CDC27,CDC42,CDC73,CDH1,CDH11,CDK12,CDK4,CDK6,CDK8,CDKN1A,CDKN1B,CDKN2A,CDKN2B,CDKN2C,CDX2,CENPA,CEP76,CFH,CHCHD7,CHD2,CHD3,CHD4,CHD8,CHEK1,CHEK2,CHIC2,CHN1,CIC,CIITA,CLIP1,CLP1,CLTC,CLTCL1,CNBD1,CNBP,CNKSR1,CNOT3,CNTRL,COL18A1,COL1A1,COL2A1,COL5A1,COL5A3,CPS1,CRBN,CREB1,CREB3L1,CREB3L2,CREB3L3,CREBBP,CRKL,CRLF2,CRTC1,CRTC3,CSDE1,CSF1,CSF1R,CSF3R,CTCF,CTLA4,CTNNA1,CTNNB1,CTNND1,CTR9,CTTN,CUL1,CUL3,CUL4A,CUL4B,CUX1,CXCR4,CYLD,CYP17A1,CYP19A1,CYSLTR2,DACH1,DAXX,DAZAP1,DCTN1,DCUN1D1,DDB2,DDR1,DDR2,DDX10,DDX3X,DDX5,DDX6,DEK,DHX9,DIAPH1,DIAPH2,DICER1,DIS3,DKK1,DKK2,DKK3,DKK4,DMD,DNAH12,DNAJB1,DNER,DNM2,DNMT1,DNMT3A,DNMT3B,DOCK2,DOT1L,DROSHA,DTX1,DUSP2,DUSP22,DUSP4,DUSP9,E2F3,EBF1,ECT2L,EED,EEF2,EGFL7,EGFR,EGR1,EGR3,EIF1AX,EIF2S2,EIF3E,EIF4A2,EIF4E,ELF3,ELF4,ELK4,ELL,ELN,ELP2,EML4,EP300,EP400,EPAS1,EPCAM,EPHA2,EPHA3,EPHA5,EPHA7,EPHB1,EPHB4,EPHB6,EPOR,EPPK1,EPS15,ERBB2,ERBB3,ERBB4,ERC1,ERCC2,ERCC3,ERCC4,ERCC5,ERF,ERG,ERRFI1,ESCO2,ESR1,ETAA1,ETNK1,ETS1,ETV1,ETV4,ETV5,ETV6,EWSR1,EXT1,EXT2,EZH1,EZH2,EZR,FAF1,FAM166A,FANCA,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCL,FAS,FAT1,FAT4,FBN2,FBXO11,FBXO31,FBXW7,FCGR2B,FCRL4,FES,FEV,FGF10,FGF12,FGF14,FGF19,FGF23,FGF3,FGF4,FGF6,FGFBP1,FGFR1,FGFR1OP,FGFR2,FGFR3,FGFR4,FH,FHIT,FIP1L1,FLCN,FLG,FLI1,FLNA,FLT1,FLT3,FLT4,FLYWCH1,FN1,FNBP1,FOXA1,FOXA2,FOXF1,FOXL2,FOXO1,FOXO3,FOXO4,FOXP1,FRMD7,FRS2,FSTL3,CMTR2,FUBP1,FURIN,FUS,FYN,GAB1,GAB2,GABRA6,GADD45B,GAS7,GATA1,GATA2,GATA3,GATA4,GATA6,GID4,GLI1,GMPS,GNA11,GNA12,GNA13,GNAI1,GNAQ,GNAS,GNB1,GNPTAB,GOLGA5,GOPC,GOT1,GOT2,GPC3,GPHN,ADGRA2,GPS2,GRIN2A,GRIN2D,GRM3,GSK3B,GTF2H1,GTF2I,GTSE1,GUSB,HDAC1,HDAC4,HDAC7,HERPUD1,HEY1,HGF,HIF1A,HIP1,HIRA,HLA-A,HLA-B,HLA-C,HLF,HMGA2,HMGXB4,HNF1A,HNRNPA2B1,HOOK3,HOXA11,HOXA13,HOXA3,HOXA9,HOXB13,HOXC11,HOXC13,HOXD11,HOXD13,HRAS,HSD3B1,HSP90AA1,HSP90AB1,HSPA8,HUWE1,ICOSLG,ID3,IDH1,IDH2,IFNGR1,IGF1,IGF1R,IGF2,IKBKB,IKBKE,IKZF1,IKZF2,IKZF3,IL10,IL2,IL21R,IL3,IL6ST,IL7R,ING1,INHA,INHBA,INPP4A,INPP4B,INPP5D,INPPL1,INSR,INTS12,IPO7,IRF1,IRF2,IRF4,IRF6,IRF8,IRS1,IRS2,IRS4,ITGA6,ITGB7,ITK,ITPKB,JAK1,JAK2,JAK3,JARID2,JAZF1,JUN,KALRN,KANSL1,KAT6A,KAT6B,KBTBD4,KCNJ5,KDM2B,KDM4C,KDM5A,KDM5C,KDM6A,KDR,KDSR,KEL,KIAA1109,KIF1A,KIF5B,KIFC3,KIT,KLF2,KLF4,KLF5,KLF6,KLHL6,KLHL8,KLK2,KMT2A,KMT2B,KMT2C,KMT2D,KNSTRN,KRAS,KRT222,KSR2,KTN1,LASP1,LATS1,LATS2,LCK,LCP1,LCTL,LEF1,LEMD2,LEPR,LIFR,LMNA,LMO1,LMO2,LPP,LRIG3,LRP1B,LRP5,LRP6,LRRK2,LTB,LTK,LUM,LYL1,LYN,LZTR1,MACF1,MAD2L2,MAF,MAFB,MAGED1,MALAT1,MALT1,MAML2,MAP2K1,MAP2K2,MAP2K4,MAP3K1,MAP3K13,MAP3K14,MAP3K3,MAP3K4,MAP3K6,MAP3K7,MAP4K3,MAPK1,MAPK3,MAPK8IP1,MAPKAP1,MAST2,MATK,MAX,MBD1,MCL1,MDC1,MDM2,MDM4,MDS2,MECOM,MED12,MED13,MED17,MED23,MEF2A,MEF2B,MEF2C,MEN1,MERTK,MET,METTL14,MGA,MGAM,MGMT,MIB1,MITF,MKI67,MRTFA,MKNK1,MLF1,MLLT1,MLLT10,MLLT3,AFDN,MLLT6,MMP2,MN1,MNX1,MOB3B,MORC4,MPEG1,MPL,MPO,MSI1,MSI2,MSN,MST1,MST1R,MTAP,MTCP1,MTOR,MUC1,MUC17,MUC6,MUTYH,MXRA5,MYB,MYC,MYCL,MYCN,MYD88,MYH11,MYH9,MYO18A,MYO5A,MYOCD,MYOD1,NAB2,NACA,NADK,NAV3,NBEAP1,NBN,NBPF1,NBPF10,NCOA1,NCOA2,NCOA3,NCOA4,NCOR1,NCOR2,NCSTN,NDRG1,NEB,NEDD4L,NEGR1,NF1,NF2,NFATC2,NFE2,NFE2L2,NFE2L3,NFIB,NFKB2,NFKBIA,NFKBIE,NIN,NIPBL,NKX2-1,NKX3-1,NLRP3,NOD1,NONO,NOTCH1,NOTCH2,NOTCH3,NOTCH4,NPM1,NR1H2,NR4A2,NR4A3,NRAS,NRG1,NSD1,NT5C2,NTHL1,NTN4,NTRK1,NTRK2,NTRK3,NUF2,NUMA1,NUP133,NUP210L,NUP214,NUP93,NUP98,NUTM1,ODAM,OLIG2,OMA1,OMD,OR4A16,OR52N1,OTUD7A,P2RY8,PABPC1,PAFAH1B2,PAG1,PAK1,PAK3,PAK5,PALB2,PARP1,PARP2,PARP3,PASK,PATZ1,PAX3,PAX5,PAX7,PAX8,PBRM1,PBX1,PC,PCBP1,PCLO,PCM1,PCSK7,PDAP1,PDCD1,PDCD11,PDCD1LG2,PDCD2L,PDE4DIP,PDGFB,PDGFRA,PDGFRB,PDK1,PDPK1,PDS5B,PDSS2,PER1,PGBD5,PGR,PHF1,PHF6,PHLDA1,PHOX2B,PICALM,PIGA,PIK3C2B,PIK3C2G,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PIK3R3,PIM1,PIP5K1A,PLAG1,PLCB4,PLCG1,PLCG2,PLEC,PLK2,PLXNB2,PML,PMS1,PNRC1,POLD1,POLE,POLQ,POLRMT,POT1,POTEF,POU2AF1,POU2F2,POU5F1,PPARG,PPFIBP1,PPM1D,PPP1CB,PPP2R1A,PPP2R2A,PPP4R2,PPP6C,PRCC,PRDM1,PRDM14,PRDM16,PREX2,PRF1,PRKACA,PRKAR1A,PRKCD,PRKCI,PRKD1,PRKDC,PRPF8,PRRX1,PRSS1,PRSS8,PRX,PSEN1,PSIP1,PTCH1,PTEN,PTK6,PTK7,PTMA,PTP4A1,PTPDC1,PTPN1,PTPN11,PTPN13,PTPN2,PTPN6,PTPRB,PTPRC,PTPRD,PTPRK,PTPRO,PTPRS,PTPRT,QKI,RAB35,RAB40A,RABEP1,RAC1,RAC2,RAD21,RAD50,RAD51,RAD51B,RAD51C,RAD51D,RAD52,RAD54L,RAF1,RALGDS,RANBP2,RANBP3,RAP1GDS1,RARA,RASA1,RASGEF1A,RB1,RBM10,RBM15,RBMX,RECQL,RECQL4,REL,RELN,REST,RET,RFC1,RHEB,RHOA,RHOB,RHOH,RICTOR,RIT1,RNF111,RNF213,RNF43,ROBO1,ROS1,RPGR,RPL10,RPL22,RPL5,RPN1,RPS15,RPS2,RPS6KA3,RPS6KA4,RPS6KB2,RPTOR,RRAGC,RRAS,RRAS2,RSBN1L,RSPO2,RSPO3,RTEL1,RUNX1,RUNX1T1,RUNX2,RXRA,RYBP,S1PR2,SACS,SALL4,SAMHD1,SBDS,SCAF4,SDC4,SDHA,SDHAF2,SDHB,SDHC,SDHD,SEC31A,SELP,SEPTIN5,SEPTIN6,SEPTIN9,SERPINB13,SERPINB3,SERPINB4,SESN1,SESN2,SESN3,SET,SETBP1,SETD1A,SETD2,SETD3,SETD4,SETD5,SETD6,SETD7,KMT5A,SETDB1,SETDB2,SF1,SF3B1,SFPQ,SFRP1,SFRP2,SFRP4,SGK1,SH2B3,SH2D1A,SH3GL1,SHOC2,SHQ1,SIN3A,SIRT4,SIX1,SKP2,SLC1A2,SLC1A3,SLC26A3,SLC34A2,SLC44A3,SLC45A3,SLC4A5,SLFN11,SLX4,SMAD2,SMAD3,SMAD4,SMARCA1,SMARCA2,SMARCA4,SMARCB1,SMARCD1,SMARCE1,SMC1A,SMC3,SMG1,SMO,SMYD3,SNCAIP,SND1,SNX25,SNX29,SOCS2,SOCS3,SOS1,SOX10,SOX17,SOX2,SOX9,SP140,SPATA6,SPEN,SPOP,SPRED1,SPRTN,SPTA1,SPTAN1,SRC,SRSF3,SS18,SS18L1,SSX1,STAG1,STAG2,STAT1,STAT2,STAT3,STAT4,STAT5A,STAT5B,STAT6,STIL,STK11,STK19,STK40,STRN,STX2,SUFU,SUZ12,SYK,SYNE1,TAF1,TAF15,TAL1,TAP1,TAP2,TBC1D12,TBL1XR1,TBX3,TCEA1,TCF12,TCF3,TCF7,TCF7L2,TCL1A,TCL1B,TCP11L2,TDRD10,TEC,TEK,TERC,TERT,TET1,TET2,TET3,TFDP1,TFE3,TFEB,TFG,TFPT,TFRC,TGFBR1,TGFBR2,TGIF1,THRAP3,TIMM17A,TIPARP,TJP2,TLE1,TLE2,TLE3,TLE4,TLL2,TLR4,TLX1,TLX3,TMEM127,TMEM30A,TMPRSS2,TMSB4X,TNF,TNFAIP3,TNFRSF10C,TNFRSF11A,TNFRSF14,TNFRSF17,TOM1,TOP1,TOP3A,TP53,TP53BP1,TP63,TPM3,TPM4,TPR,TPX2,TRAF2,TRAF3,TRAF5,TRAF7,TRIM23,TRIM24,TRIM27,TRIM33,TRIM7,TRIO,TRIP11,TRIP13,TRRAP,TSC1,TSC2,TSHR,TSHZ2,TSHZ3,TTL,TTLL9,TUBA1A,TUSC3,TXNDC8,TXNIP,TYK2,TYRO3,U2AF1,U2AF2,UBR5,UHRF1BP1L,UNCX,UPF1,USP6,USP8,USP9X,VAV1,VAV2,VEGFA,VEZF1,VHL,VTCN1,WAS,WASF3,WDR90,NSD2,NSD3,WIF1,CCN6,WRN,WT1,WWTR1,XBP1,XIAP,XIRP2,XPA,XPC,XPO1,XRCC2,YAP1,YES1,YPEL5,YWHAE,YY1,YY1AP1,ZBTB16,ZBTB20,ZBTB7A,ZBTB7B,ZC3H12A,ZCCHC12,ZFHX3,ZFP36L1,ZFP36L2,ZMYM2,ZMYM3,ZNF132,ZNF133,ZNF180,ZNF217,ZNF24,ZNF300,ZNF331,ZNF384,ZNF471,ZNF483,ZNF521,ZNF750,ZNF814,ZNF844,ZNF91,ZNRF3,ZRANB3,ZRSR2,MLLT11,SOCS1,APOBEC3B,KEAP1,SETD1B,EXOSC6,DDIT3,RMI2,ZNF703,NUTM2A,SRSF2,EEF1A1,PMAIP1,FOXQ1,TAL2,GREM1,SERP2,ZNF620,HMGA1,SSX4,CKS1B,CEBPA,CBWD3
0,TCGA-SS-A7HO-01,9,TCGA-SS-A7HO-01A-21R-A37K-07,coadread_tcga_pan_can_atlas_2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TCGA-QL-A97D-01,6,TCGA-QL-A97D-01A-12R-A41B-07,coadread_tcga_pan_can_atlas_2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
